0.287586 0.2755308 -0.09613579 0.07125009 0.03338364 0.005082304 -0.03680382 0.3134578 -0.002950139 0.132625 0.02858446 -5.960529e-05 -0.0350601 0.4924864 0.2684811 -0.01244568 0.06798401 0.1114504 0.4567765 0.00434938 0.1177298 0.1401621 0.4523551 0.2934443 -0.1484135 0.4575162 0.2133987 0.455134
0.2770652 0.2383058 -0.1875891 -0.007351881 0.09759283 0.06166179 -0.03373819 0.253153 -0.07521368 0.04807174 0.09464094 0.0497107 -0.04050812 0.4577817 0.2007089 -0.01108735 0.00980303 0.03196124 0.3131289 -0.008401813 0.06682613 0.0668663 0.3761131 0.315734 -0.02765099 0.4774471 0.2158176 0.3233329
0.2479835 0.210621 -0.1734599 -0.03572637 0.09309513 0.03472792 -0.08472843 0.2168625 -0.08768024 0.01912232 0.07066329 0.02448357 -0.06740091 0.4645202 0.2375313 -0.043675 0.02959095 0.1065559 0.3901793 -0.06857544 0.01518644 0.07780463 0.5500851 0.437061 -0.09667449 0.5239061 0.1080756 0.2994878
0.3274986 0.2815206 -0.188851 0.02888923 -0.0003509506 -0.02065347 -0.02963162 0.2780485 -0.1370325 0.05085583 0.006221445 -0.01627515 -0.02455155 0.3059609 0.1137212 0.04741728 0.08360176 0.05472114 0.3294532 -0.001539385 0.03209513 0.02980387 0.5729358 0.4204698 -0.1694801 0.4725676 0.05060265 0.3214398
0.3350868 0.2933665 -0.1787929 0.01219897 0.05107871 0.03783987 -0.03370781 0.288784 -0.1168343 0.05904569 0.04879261 0.03143071 -0.0287531 0.3220938 0.1968097 0.02763705 0.02999725 0.02475756 0.4340265 -0.05429788 -0.006846199 0.07520913 0.5109577 0.4053093 -0.09775102 0.464742 0.0870063 0.2913104
0.295229 0.2580054 -0.1156543 0.04983132 0.09844927 0.06876079 -0.03167178 0.2635895 -0.03901329 0.106521 0.1127098 0.07324649 -0.04444104 0.3429076 0.2695463 0.0520797 0.03206661 -0.02842493 0.5102318 -0.03497728 0.00127994 0.02967899 0.6065802 0.3780267 -0.1587271 0.351834 0.01505799 0.2222236
0.2213037 0.1855667 -0.08647219 0.07992648 0.0223767 0.008689035 -0.01228649 0.1948101 -0.01446793 0.1257323 0.01101477 0.0119378 -0.005247844 0.3043715 0.2350909 -0.1058234 -0.04173566 0.03810094 0.5042821 -0.1769042 -0.06919188 0.08331197 0.5361173 0.3713067 -0.129809 0.3833591 0.05121714 0.2580516
0.1662184 0.1484528 -0.05343145 0.03918503 -0.02064866 -0.04765798 -0.04681077 0.1691531 0.00215052 0.08750317 -0.04464309 -0.05006423 -0.02507384 0.2373196 0.2004112 -0.06813926 0.01208018 0.08054297 0.3933574 -0.1713473 -0.05694688 0.1100942 0.7029366 0.4994935 -0.1670439 0.4365285 -0.03899166 0.1806894
0.155482 0.1296368 -0.0718097 -0.003343061 -0.01486266 -0.04617031 -0.03469904 0.1478997 0.004252886 0.07007876 -0.02107047 -0.02597957 -0.006901975 0.339206 0.3273 -0.02983186 0.0641346 0.09242012 0.5577237 -0.1661039 -0.00962876 0.1539943 0.7456464 0.4806997 -0.1968414 0.402201 -0.05362647 0.1549713
0.1890207 0.1493643 -0.09779418 0.02175291 -0.1035269 -0.100114 -0.007047511 0.1557881 -0.01635994 0.09348536 -0.08854325 -0.07206483 -0.001007978 0.3570692 0.29068 0.04521277 0.0938672 0.05923594 0.5069349 -0.1740516 -0.03645357 0.1194507 0.7825088 0.5284424 -0.1992316 0.438131 -0.06592884 0.1612534
0.1510414 0.1124874 -0.1092822 -0.04005959 0.01871954 -0.005126141 -0.04244065 0.1187868 -0.03127297 0.02473656 0.01253077 0.008616727 -0.02590351 0.3055064 0.269957 -0.06472708 0.005898349 0.0664693 0.479641 -0.2422251 -0.08942797 0.1263742 0.7607567 0.4344952 -0.3161802 0.3160332 -0.1301748 0.2206701
0.1810507 0.1549109 -0.119366 0.01475975 0.04359569 0.009987692 -0.05112029 0.1698185 -0.03842273 0.08872389 0.03528887 0.01775656 -0.03398875 0.3511858 0.3230289 -0.07792111 -0.01407808 0.08915588 0.5973565 -0.2532052 -0.1292178 0.1306316 0.6387387 0.3448653 -0.2770806 0.2624087 -0.09778999 0.2069162
0.1951473 0.1596178 -0.1534847 -0.01925149 0.0449693 0.02458121 -0.02976129 0.1640952 -0.08136647 0.05538126 0.02738486 0.01812766 -0.01887484 0.3653358 0.2612309 -0.02976789 0.0006153755 0.02399614 0.4767753 -0.1899926 -0.105299 0.05030971 0.5664901 0.3284482 -0.1988194 0.253542 -0.07712076 0.1423732
0.1915921 0.1717218 -0.0785157 0.05771339 0.0355513 0.004212782 -0.02701631 0.1985615 0.002996331 0.1379486 0.02423196 0.007478176 -0.008774083 0.3824838 0.337368 -0.02748855 0.02522871 0.04762653 0.5650152 -0.1149423 -0.02500361 0.07903151 0.6100677 0.383419 -0.2047114 0.3173052 -0.08533186 0.1431836
